Antibody,Threshold,OASis Percentile,OASis Identity,Heavy V Germline,Heavy J Germline,Heavy OASis Percentile,Heavy OASis Identity,Heavy Non-human peptides,Light V Germline,Light J Germline,Light OASis Percentile,Light OASis Identity,Light Non-human peptides
9689_seq1,relaxed,0.187770642201835,0.697247706422018,IGHV7-4-1*01,IGHJ3*01,0.29994495412844,0.697247706422018,33,,,,,
9689_seq2,relaxed,0.10565306122449,0.63265306122449,,,,,,IGKV1-39*01,IGKJ4*01,0.0963877551020409,0.63265306122449,36
9698_seq1,relaxed,0.0965263157894738,0.62280701754386,IGHV4-4*08,IGHJ4*01,0.135087719298246,0.62280701754386,43,,,,,
9698_seq2,relaxed,0.681,0.875,,,,,,IGKV2-30*01,IGKJ4*01,0.631,0.875,13
9703_seq1,relaxed,0.271952380952381,0.723809523809524,IGHV1-46*01,IGHJ4*01,0.375761904761905,0.723809523809524,29,,,,,
9703_seq2,relaxed,0.107615384615385,0.634615384615385,,,,,,IGKV2-30*01,IGKJ2*01,0.0981538461538461,0.634615384615385,38
9710_seq1,relaxed,0.511423423423423,0.792792792792793,IGHV3-23*01,IGHJ4*01,0.538009009009009,0.792792792792793,23,,,,,
9710_seq2,relaxed,0.892825242718446,0.951456310679612,,,,,,IGLV2-23*02,IGLJ2*01,0.752893203883495,0.951456310679612,5
9711_seq1,relaxed,0.73207476635514,0.897196261682243,IGHV1-2*02,IGHJ4*01,0.812869158878505,0.897196261682243,11,,,,,
9711_seq2,relaxed,0.615116504854369,0.844660194174757,,,,,,IGLV2-23*02,IGLJ2*01,0.571184466019417,0.844660194174757,16
9713_seq1,relaxed,0.523576923076923,0.798076923076923,,,,,,IGKV1-39*01,IGKJ1*01,0.442807692307692,0.798076923076923,21
9713_seq2,relaxed,0.137821428571429,0.669642857142857,IGHV3-66*01,IGHJ2*01,0.220857142857143,0.669642857142857,37,,,,,
9714_seq1,relaxed,0.0929357798165138,0.614678899082569,IGHV3-23*04,IGHJ4*01,0.121889908256881,0.614678899082569,42,,,,,
9714_seq2,relaxed,0.519067961165049,0.796116504854369,,,,,,IGKV1-39*01,IGKJ1*01,0.437514563106796,0.796116504854369,21
9723_seq1,relaxed,0.004,0.385964912280702,IGHV1-3*01,IGHJ4*01,0.0241929824561403,0.385964912280702,70,,,,,
9723_seq2,relaxed,0.0762222222222222,0.555555555555556,,,,,,IGKV1-27*01,IGKJ2*01,0.0558888888888889,0.555555555555556,44
9724_seq1,relaxed,0.151619047619048,0.676190476190476,,,,,,IGKV4-1*01,IGKJ2*01,0.141666666666667,0.676190476190476,34
9724_seq2,relaxed,0,0.27027027027027,IGHV1-46*01,IGHJ2*01,0.000108108108108112,0.27027027027027,81,,,,,
9733_seq1,relaxed,0.320224489795919,0.73469387755102,,,,,,IGKV3-20*01,IGKJ2*01,0.249734693877551,0.73469387755102,26
9733_seq2,relaxed,0.464181818181818,0.772727272727273,IGHV1-2*06,IGHJ4*01,0.488454545454545,0.772727272727273,25,,,,,
9746_seq1,relaxed,0.693068965517241,0.879310344827586,IGHV3-33*01,IGHJ6*01,0.768034482758621,0.879310344827586,14,,,,,
9746_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ3*01,1,1,0
9754_seq1,relaxed,0.002,0.304761904761905,IGHV1-2*02,IGHJ4*01,0.00542857142857144,0.304761904761905,73,,,,,
9754_seq2,relaxed,0.487809523809524,0.780952380952381,,,,,,IGKV2D-29*02,IGKJ2*01,0.383904761904762,0.780952380952381,23
9757_seq1,relaxed,0.278256637168142,0.725663716814159,IGHV5-51*01,IGHJ3*01,0.380026548672566,0.725663716814159,31,,,,,
9757_seq2,relaxed,1,1,,,,,,IGLV1-44*01,IGLJ1*01,1,1,0
9759_seq1,relaxed,0.289504672897196,0.728971962616822,IGHV1-46*01,IGHJ4*01,0.387635514018691,0.728971962616822,29,,,,,
9759_seq2,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV2-28*01,IGKJ2*01,0.520538461538462,0.826923076923077,18
9762_seq1,relaxed,0.927,0.96,,,,,,IGKV3-11*01,IGKJ1*01,0.764,0.96,4
9762_seq2,relaxed,0.639794392523364,0.85981308411215,IGHV3-23*03,IGHJ4*01,0.729495327102804,0.85981308411215,15,,,,,
9774_seq1,relaxed,0.747359223300971,0.902912621359223,,,,,,IGLV1-40*01,IGLJ2*01,0.675660194174757,0.902912621359223,10
9774_seq2,relaxed,0.613495412844037,0.844036697247706,IGHV5-51*01,IGHJ3*01,0.683917431192661,0.844036697247706,17,,,,,
9778_seq1,relaxed,0.908428571428572,0.955357142857143,IGHV3-11*01,IGHJ3*01,0.967,0.955357142857143,5,,,,,
9778_seq2,relaxed,0.64,0.86,,,,,,IGKV1-39*01,IGKJ5*01,0.593,0.86,14
9779_seq1,relaxed,0.528,0.8,IGHV3-23*04,IGHJ4*01,0.569,0.8,22,,,,,
9779_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGLV3-9*01,IGLJ2*01,0.41230303030303,0.787878787878788,21
9788_seq1,relaxed,0.677601941747573,0.87378640776699,,,,,,IGLV2-14*01,IGLJ2*01,0.629058252427184,0.87378640776699,13
9788_seq2,relaxed,0.656392857142857,0.866071428571429,IGHV5-51*01,IGHJ4*01,0.745178571428572,0.866071428571429,15,,,,,
9798_seq1,relaxed,0.413504854368932,0.757281553398058,,,,,,IGKV3-11*01,IGKJ4*01,0.322757281553398,0.757281553398058,25
9798_seq2,relaxed,0.1705,0.6875,IGHV1-2*02,IGHJ4*01,0.276,0.6875,35,,,,,
9799_seq1,relaxed,0.004,0.366071428571428,IGHV1-2*06,IGHJ3*01,0.0176428571428571,0.366071428571428,71,,,,,
9799_seq2,relaxed,0.152888888888889,0.676767676767677,,,,,,IGKV1-33*01,IGKJ4*01,0.142474747474747,0.676767676767677,32
9800_seq1,relaxed,0.802495412844037,0.926605504587156,IGHV5-51*01,IGHJ4*01,0.895834862385321,0.926605504587156,8,,,,,
9800_seq2,relaxed,0.887,0.95,,,,,,IGKV3-20*01,IGKJ5*01,0.751,0.95,5
9814_seq1,relaxed,0.565727272727273,0.818181818181818,IGHV3-23*04,IGHJ4*01,0.608727272727273,0.818181818181818,20,,,,,
9814_seq2,relaxed,0.479333333333334,0.777777777777778,,,,,,IGKV1-12*01,IGKJ1*01,0.374,0.777777777777778,22
9821_seq1,relaxed,1,1,,,,,,IGKV1-12*01,IGKJ4*01,1,1,0
9821_seq2,relaxed,0.991743119266055,0.990825688073394,IGHV3-48*02,IGHJ3*01,0.993577981651376,0.990825688073394,1,,,,,
9825_seq1,relaxed,0.0932323232323232,0.616161616161616,,,,,,IGKV1-33*01,IGKJ1*01,0.0879292929292929,0.616161616161616,38
9825_seq2,relaxed,0.181018018018018,0.693693693693694,IGHV1-69*02,IGHJ4*01,0.292126126126126,0.693693693693694,34,,,,,
9835_seq1,relaxed,0.515678571428571,0.794642857142857,IGHV3-23*04,IGHJ4*01,0.545964285714285,0.794642857142857,23,,,,,
9835_seq2,relaxed,0.453923076923077,0.769230769230769,,,,,,IGKV1-39*01,IGKJ1*01,0.351384615384616,0.769230769230769,24
9838_seq1,relaxed,1,1,,,,,,IGKV1-39*01,IGKJ4*01,1,1,0
9838_seq2,relaxed,0.731172413793103,0.896551724137931,IGHV3-33*01,IGHJ6*04,0.811,0.896551724137931,12,,,,,
9840_seq1,relaxed,0.438818181818182,0.763636363636364,IGHV1-46*01,IGHJ3*01,0.464545454545455,0.763636363636364,26,,,,,
9840_seq2,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-12*01,IGKJ2*01,0.580363636363636,0.848484848484848,15
9841_seq1,relaxed,0.335767676767676,0.737373737373737,,,,,,IGKV1-33*01,IGKJ2*01,0.256434343434343,0.737373737373737,26
9841_seq2,relaxed,0.489454545454545,0.781818181818182,IGHV1-46*01,IGHJ3*01,0.507181818181818,0.781818181818182,24,,,,,
9854_seq1,relaxed,0.816871794871795,0.931623931623932,IGHV3-48*02,IGHJ6*01,0.908247863247863,0.931623931623932,8,,,,,
9854_seq2,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ1*01,1,1,0
9861_seq1,relaxed,0.559666666666667,0.814814814814815,IGHV3-23*04,IGHJ4*01,0.598962962962963,0.814814814814815,20,,,,,
9861_seq2,relaxed,0.523353535353536,0.797979797979798,,,,,,IGKV1-12*01,IGKJ1*01,0.442545454545455,0.797979797979798,20
9869_seq1,relaxed,0.127,0.654545454545455,IGHV3-66*01,IGHJ1*01,0.180181818181818,0.654545454545455,38,,,,,
9869_seq2,relaxed,0.249949494949495,0.717171717171717,,,,,,IGKV1-NL1*01,IGKJ1*01,0.216040404040404,0.717171717171717,28
9876_seq1,relaxed,0.441705882352941,0.764705882352941,IGHV1-3*01,IGHJ6*01,0.467647058823529,0.764705882352941,28,,,,,
9876_seq2,relaxed,1,1,,,,,,IGKV1-13*02,IGKJ4*01,1,1,0
9878_seq1,relaxed,0.187242424242424,0.696969696969697,,,,,,IGKV1-13*02,IGKJ1*01,0.182242424242424,0.696969696969697,30
9878_seq2,relaxed,0.252435897435897,0.717948717948718,IGHV3-7*01,IGHJ1*01,0.358794871794872,0.717948717948718,33,,,,,
9886_seq1,relaxed,0.206877551020408,0.704081632653061,,,,,,IGKV3-11*01,IGKJ2*01,0.19534693877551,0.704081632653061,29
9886_seq2,relaxed,0.571571428571428,0.821428571428571,IGHV4-31*02,IGHJ4*01,0.617285714285714,0.821428571428571,20,,,,,
9916_seq1,relaxed,0.124391304347826,0.652173913043478,IGHV3-23*04,IGHJ2*01,0.175913043478261,0.652173913043478,40,,,,,
9916_seq2,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-16*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
9921_seq1,relaxed,0.957909090909091,0.972727272727273,IGHV1-24*01,IGHJ5*02,0.988090909090909,0.972727272727273,3,,,,,
9921_seq2,relaxed,1,1,,,,,,IGKV1-12*01,IGKJ1*01,1,1,0
9922_seq1,relaxed,0.482283185840708,0.778761061946903,IGHV1-69*01,IGHJ6*04,0.500522123893805,0.778761061946903,25,,,,,
9922_seq2,relaxed,0.726485436893204,0.893203883495146,,,,,,IGLV1-51*01,IGLJ2*01,0.664203883495146,0.893203883495146,11
9932_seq1,relaxed,0.486,0.78,,,,,,IGKV1-39*01,IGKJ4*01,0.38,0.78,22
9932_seq2,relaxed,0.556551401869159,0.813084112149533,IGHV1-2*06,IGHJ4*01,0.593943925233645,0.813084112149533,20,,,,,
9933_seq1,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ1*01,1,1,0
9933_seq2,relaxed,0.868756756756757,0.945945945945946,IGHV3-33*01,IGHJ4*01,0.941054054054054,0.945945945945946,6,,,,,
9939_seq1,relaxed,0.09,0.6,,,,,,IGKV3-11*01,IGKJ4*01,0.069,0.6,40
9939_seq2,relaxed,0.012,0.455357142857143,IGHV4-30-4*01,IGHJ6*01,0.0534285714285714,0.455357142857143,61,,,,,
9940_seq1,relaxed,0.152888888888889,0.676767676767677,,,,,,IGKV1-17*01,IGKJ1*01,0.142474747474747,0.676767676767677,32
9950_seq1,relaxed,0.124391304347826,0.652173913043478,IGHV3-23*04,IGHJ2*01,0.175913043478261,0.652173913043478,40,,,,,
9950_seq2,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-16*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
9950_seq3,relaxed,1,1,,,,,,IGLV3-21*02,IGLJ1*01,1,1,0
9950_seq4,relaxed,0.921710743801653,0.958677685950413,IGHV1-2*02,IGHJ3*02,0.976297520661157,0.958677685950413,5,,,,,
9951_seq1,relaxed,0.496857142857143,0.785714285714286,,,,,,IGKV1-39*01,IGKJ2*01,0.403428571428571,0.785714285714286,21
9951_seq2,relaxed,0.609740740740741,0.842592592592593,IGHV1-18*01,IGHJ3*01,0.679296296296296,0.842592592592593,17,,,,,
9952_seq1,relaxed,0.567285714285714,0.819047619047619,,,,,,IGKV4-1*01,IGKJ2*01,0.494333333333333,0.819047619047619,19
9952_seq2,relaxed,0.269928571428571,0.723214285714286,IGHV1-18*01,IGHJ4*01,0.374392857142857,0.723214285714286,31,,,,,
9953_seq1,relaxed,0.589973451327434,0.831858407079646,IGHV3-9*01,IGHJ4*01,0.643318584070796,0.831858407079646,19,,,,,
9953_seq2,relaxed,0.94930303030303,0.96969696969697,,,,,,IGKV1-27*01,IGKJ1*01,0.777575757575758,0.96969696969697,3
9956_seq1,relaxed,0.1705,0.6875,IGHV3-66*01,IGHJ4*01,0.276,0.6875,35,,,,,
9956_seq2,relaxed,0.583909090909091,0.828282828282828,,,,,,IGKV1-39*01,IGKJ1*01,0.525161616161616,0.828282828282828,17
9959_seq1,relaxed,0.0349387755102041,0.489795918367347,,,,,,IGKV3-11*01,IGKJ2*01,0.0269591836734694,0.489795918367347,50
9959_seq2,relaxed,0.0225,0.473214285714286,IGHV1-3*01,IGHJ2*01,0.0646071428571428,0.473214285714286,59,,,,,
9961_seq1,relaxed,0.723272727272727,0.890909090909091,IGHV3-23*01,IGHJ3*01,0.794636363636364,0.890909090909091,12,,,,,
9961_seq2,relaxed,0.415181818181818,0.757575757575758,,,,,,IGKV1-39*01,IGKJ4*01,0.323757575757575,0.757575757575758,24
9965_seq1,relaxed,0.806198198198198,0.927927927927928,IGHV1-3*01,IGHJ4*01,0.899405405405405,0.927927927927928,8,,,,,
9965_seq2,relaxed,0.771454545454545,0.909090909090909,,,,,,IGKV3D-20*02,IGKJ4*01,0.685545454545455,0.909090909090909,9
9975_seq1,relaxed,0.719,0.888888888888889,,,,,,IGKV3-15*01,IGKJ1*01,0.658555555555556,0.888888888888889,11
9975_seq2,relaxed,0.61204347826087,0.843478260869565,IGHV1-69*01,IGHJ5*02,0.682130434782609,0.843478260869565,18,,,,,
9976_seq1,relaxed,0.108593220338983,0.635593220338983,IGHV1-18*01,IGHJ4*01,0.155305084745763,0.635593220338983,43,,,,,
9976_seq2,relaxed,0.629,0.85,,,,,,IGKV3-20*01,IGKJ1*01,0.584,0.85,15
9982_seq1,relaxed,0.20309900990099,0.702970297029703,,,,,,IGLV7-46*01,IGLJ3*02,0.193346534653465,0.702970297029703,30
9982_seq2,relaxed,0.11016814159292,0.63716814159292,IGHV1-24*01,IGHJ6*01,0.158769911504425,0.63716814159292,41,,,,,
9983_seq1,relaxed,0.129222222222222,0.656565656565657,,,,,,IGKV1-16*01,IGKJ4*01,0.121878787878788,0.656565656565657,34
9983_seq2,relaxed,0.275220183486238,0.724770642201835,IGHV1-18*01,IGHJ3*01,0.37797247706422,0.724770642201835,30,,,,,
9985_seq1,relaxed,0.17304854368932,0.689320388349515,,,,,,IGKV6-21*01,IGKJ4*01,0.167504854368932,0.689320388349515,32
9985_seq2,relaxed,0.455761061946903,0.769911504424779,IGHV3-15*06,IGHJ4*01,0.482743362831858,0.769911504424779,26,,,,,
